board_state	best_move	score_evaluation	mate_evaluation	candidate_moves
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (6, 6, 1), (6, 5, 2), (7, 5, 1), (5, 8, 2), (5, 7, 1), (4, 8, 2), (4, 7, 1), (3, 7, 2), (5, 9, 1), (3, 5, 2), (3, 6, 1), (5, 4, 2), (4, 3, 1), (8, 4, 2), (7, 4, 1), (7, 3, 2), (9, 5, 1), (8, 3, 2), (6, 3, 1), (5, 5, 2), (4, 6, 1), (8, 5, 2), (8, 2, 1), (7, 9, 2)]	(8, 8)	-440.25	None	{'(8, 8)': {'count': 3, 'move': (8, 8), 'evaluations': ['-430', '-450', '-416']}, '(7, 6)': {'count': 2, 'move': (7, 6), 'evaluations': ['-501', '-507']}, '(7, 8)': {'count': 2, 'move': (7, 8), 'evaluations': ['-475', '-441']}, '(7, 10)': {'count': 1, 'move': (7, 10), 'evaluations': ['-302']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (6, 9, 2)]	(4, 7)	-420.875	None	{'(5, 7)': {'count': 2, 'move': (5, 7), 'evaluations': ['-304', '-459']}, '(4, 7)': {'count': 6, 'move': (4, 7), 'evaluations': ['-350', '-446', '-411', '-352', '-517', '-528']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (5, 8, 1), (5, 9, 2), (4, 8, 1), (6, 6, 2), (6, 9, 1), (4, 7, 2), (6, 4, 1), (5, 4, 2), (8, 7, 1), (7, 8, 2), (9, 7, 1), (8, 6, 2), (10, 6, 1), (11, 7, 2), (11, 5, 1), (12, 4, 2), (8, 10, 1), (8, 11, 2), (9, 8, 1), (9, 9, 2), (9, 4, 1), (10, 5, 2), (7, 3, 1), (8, 2, 2)]	(6, 11)	446.375	None	{'(7, 9)': {'count': 1, 'move': (7, 9), 'evaluations': ['430']}, '(6, 11)': {'count': 7, 'move': (6, 11), 'evaluations': ['390', '434', '464', '451', '458', '485', '459']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (8, 5, 1), (6, 5, 2), (6, 4, 1), (5, 5, 2), (8, 7, 1), (8, 6, 2), (10, 5, 1), (9, 6, 2), (10, 6, 1), (3, 5, 2), (4, 5, 1), (11, 5, 2), (8, 4, 1), (9, 5, 2), (9, 3, 1), (10, 4, 2), (11, 3, 1), (8, 3, 2), (10, 2, 1), (11, 1, 2), (5, 4, 1), (7, 4, 2), (9, 2, 1), (7, 2, 2), (10, 8, 1), (10, 9, 2)]	(12, 4)	None	+M31	{'(12, 4)': {'count': 8, 'move': (12, 4), 'evaluations': ['+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2)]	(1, 6)	478.8	+M19	{'(4, 11)': {'count': 5, 'move': (4, 11), 'evaluations': ['475', '492', '482', '473', '472']}, '(1, 6)': {'count': 3, 'move': (1, 6), 'evaluations': ['+M19', '+M19', '+M19']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2)]	(0, 5)	-83.0	None	{'(0, 5)': {'count': 8, 'move': (0, 5), 'evaluations': ['-83', '-83', '-83', '-83', '-83', '-83', '-83', '-83']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2)]	(1, 5)	None	+M17	{'(1, 5)': {'count': 8, 'move': (1, 5), 'evaluations': ['+M17', '+M17', '+M17', '+M17', '+M17', '+M17', '+M17', '+M17']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2)]	(1, 8)	None	-M16	{'(1, 8)': {'count': 8, 'move': (1, 8), 'evaluations': ['-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2)]	(5, 1)	None	+M15	{'(5, 1)': {'count': 8, 'move': (5, 1), 'evaluations': ['+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2), (1, 8, 1), (5, 1, 2)]	(9, 6)	None	-M14	{'(8, 1)': {'count': 1, 'move': (8, 1), 'evaluations': ['-M14']}, '(9, 6)': {'count': 7, 'move': (9, 6), 'evaluations': ['-M14', '-M14', '-M14', '-M14', '-M14', '-M14', '-M14']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2), (5, 1, 1), (9, 6, 2)]	(8, 2)	None	+M13	{'(8, 2)': {'count': 8, 'move': (8, 2), 'evaluations': ['+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2), (1, 8, 1), (5, 1, 2), (9, 6, 1), (8, 2, 2)]	(11, 6)	None	-M12	{'(11, 6)': {'count': 8, 'move': (11, 6), 'evaluations': ['-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2), (5, 1, 1), (9, 6, 2), (8, 2, 1), (11, 6, 2)]	(10, 6)	None	+M11	{'(10, 6)': {'count': 8, 'move': (10, 6), 'evaluations': ['+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2), (1, 8, 1), (5, 1, 2), (9, 6, 1), (8, 2, 2), (11, 6, 1), (10, 6, 2)]	(8, 1)	None	-M10	{'(8, 1)': {'count': 8, 'move': (8, 1), 'evaluations': ['-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2), (5, 1, 1), (9, 6, 2), (8, 2, 1), (11, 6, 2), (10, 6, 1), (8, 1, 2)]	(5, 2)	None	+M7	{'(5, 2)': {'count': 8, 'move': (5, 2), 'evaluations': ['+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2), (1, 8, 1), (5, 1, 2), (9, 6, 1), (8, 2, 2), (11, 6, 1), (10, 6, 2), (8, 1, 1), (5, 2, 2)]	(5, 3)	None	-M8	{'(5, 3)': {'count': 8, 'move': (5, 3), 'evaluations': ['-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2), (5, 1, 1), (9, 6, 2), (8, 2, 1), (11, 6, 2), (10, 6, 1), (8, 1, 2), (5, 2, 1), (5, 3, 2)]	(6, 2)	None	+M5	{'(6, 2)': {'count': 8, 'move': (6, 2), 'evaluations': ['+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2), (1, 8, 1), (5, 1, 2), (9, 6, 1), (8, 2, 2), (11, 6, 1), (10, 6, 2), (8, 1, 1), (5, 2, 2), (5, 3, 1), (6, 2, 2)]	(7, 3)	None	-M4	{'(7, 3)': {'count': 8, 'move': (7, 3), 'evaluations': ['-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2), (5, 1, 1), (9, 6, 2), (8, 2, 1), (11, 6, 2), (10, 6, 1), (8, 1, 2), (5, 2, 1), (5, 3, 2), (6, 2, 1), (7, 3, 2)]	(7, 2)	None	+M3	{'(7, 2)': {'count': 8, 'move': (7, 2), 'evaluations': ['+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (6, 6, 2), (7, 6, 1), (5, 5, 2), (4, 4, 1), (8, 4, 2), (9, 3, 1), (5, 4, 2), (5, 6, 1), (4, 5, 2), (6, 5, 1), (4, 8, 2), (5, 7, 1), (5, 8, 2), (3, 6, 1), (3, 8, 2), (6, 8, 1), (4, 6, 2), (3, 7, 1), (4, 9, 2), (4, 7, 1), (2, 7, 2), (5, 10, 1), (9, 4, 2), (7, 4, 1), (8, 3, 2), (10, 5, 1), (1, 6, 2), (0, 5, 1), (1, 5, 2), (1, 8, 1), (5, 1, 2), (9, 6, 1), (8, 2, 2), (11, 6, 1), (10, 6, 2), (8, 1, 1), (5, 2, 2), (5, 3, 1), (6, 2, 2), (7, 3, 1), (7, 2, 2)]	(4, 2)	None	-M2	{'(4, 2)': {'count': 8, 'move': (4, 2), 'evaluations': ['-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2), (5, 4, 1), (5, 6, 2), (4, 5, 1), (6, 5, 2), (4, 8, 1), (5, 7, 2), (5, 8, 1), (3, 6, 2), (3, 8, 1), (6, 8, 2), (4, 6, 1), (3, 7, 2), (4, 9, 1), (4, 7, 2), (2, 7, 1), (5, 10, 2), (9, 4, 1), (7, 4, 2), (8, 3, 1), (10, 5, 2), (1, 6, 1), (0, 5, 2), (1, 5, 1), (1, 8, 2), (5, 1, 1), (9, 6, 2), (8, 2, 1), (11, 6, 2), (10, 6, 1), (8, 1, 2), (5, 2, 1), (5, 3, 2), (6, 2, 1), (7, 3, 2), (7, 2, 1), (4, 2, 2)]	(9, 2)	None	+M1	{'(9, 2)': {'count': 8, 'move': (9, 2), 'evaluations': ['+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (8, 5, 2), (6, 5, 1), (6, 4, 2), (5, 5, 1), (8, 7, 2), (8, 6, 1), (10, 5, 2), (9, 6, 1), (10, 6, 2), (3, 5, 1), (4, 5, 2), (11, 5, 1), (8, 4, 2), (9, 5, 1), (9, 3, 2), (10, 4, 1), (11, 3, 2), (8, 3, 1), (10, 2, 2), (11, 1, 1), (5, 4, 2), (7, 4, 1), (9, 2, 2), (7, 2, 1), (10, 8, 2), (10, 9, 1), (12, 4, 2)]	(13, 5)	None	-M32	{'(13, 5)': {'count': 8, 'move': (13, 5), 'evaluations': ['-M32', '-M32', '-M32', '-M32', '-M32', '-M32', '-M32', '-M32']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (8, 5, 2), (6, 5, 1), (7, 4, 2), (7, 6, 1), (9, 6, 2), (6, 3, 1), (5, 4, 2), (8, 4, 1), (6, 4, 2), (8, 8, 1), (4, 6, 2), (5, 5, 1), (3, 5, 2), (3, 4, 1), (5, 3, 2), (4, 4, 1), (2, 4, 2), (1, 3, 1), (10, 5, 2), (3, 3, 1), (10, 7, 2), (11, 8, 1), (2, 2, 2), (9, 7, 1), (10, 6, 2), (10, 8, 1), (11, 5, 2), (9, 5, 1), (9, 8, 2), (11, 6, 1), (8, 9, 2), (9, 9, 1), (11, 10, 2), (2, 3, 1), (10, 3, 2), (10, 4, 1), (12, 3, 2)]	(11, 4)	-67.875	None	{'(11, 4)': {'count': 7, 'move': (11, 4), 'evaluations': ['-54', '-83', '-124', '-147', '-13', '-30', '-33']}, '(4, 3)': {'count': 1, 'move': (4, 3), 'evaluations': ['-59']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2)]	(5, 8)	245.375	None	{'(5, 8)': {'count': 4, 'move': (5, 8), 'evaluations': ['259', '300', '276', '260']}, '(8, 5)': {'count': 4, 'move': (8, 5), 'evaluations': ['184', '212', '252', '220']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (6, 5, 2), (8, 7, 1), (8, 6, 2), (7, 5, 1), (9, 6, 2), (5, 6, 1), (4, 6, 2)]	(6, 8)	-272.625	None	{'(5, 9)': {'count': 3, 'move': (5, 9), 'evaluations': ['-291', '-277', '-239']}, '(6, 8)': {'count': 5, 'move': (6, 8), 'evaluations': ['-245', '-305', '-275', '-279', '-270']}}
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (8, 8, 1), (9, 8, 2), (9, 7, 1), (10, 6, 2), (8, 6, 1), (10, 7, 2), (8, 5, 1), (8, 9, 2), (11, 6, 1), (10, 8, 2)]	(10, 9)	-318.125	None	{'(10, 9)': {'count': 4, 'move': (10, 9), 'evaluations': ['-370', '-364', '-369', '-258']}, '(10, 5)': {'count': 4, 'move': (10, 5), 'evaluations': ['-336', '-263', '-279', '-306']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (8, 5, 1), (6, 5, 2), (6, 4, 1), (5, 5, 2), (8, 7, 1), (8, 6, 2), (10, 5, 1), (9, 6, 2), (10, 6, 1), (3, 5, 2), (4, 5, 1), (11, 5, 2), (8, 4, 1), (9, 5, 2), (9, 3, 1), (10, 4, 2), (11, 3, 1), (8, 3, 2), (10, 2, 1), (11, 1, 2), (5, 4, 1), (7, 4, 2), (9, 2, 1), (7, 2, 2), (10, 8, 1), (10, 9, 2), (12, 4, 1), (13, 5, 2)]	(12, 5)	None	+M29	{'(12, 5)': {'count': 8, 'move': (12, 5), 'evaluations': ['+M29', '+M29', '+M29', '+M29', '+M29', '+M29', '+M29', '+M29']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (8, 7, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (4, 6, 2), (4, 7, 1), (3, 7, 2), (6, 7, 1), (6, 5, 2)]	(5, 5)	-268.75	None	{'(5, 5)': {'count': 8, 'move': (5, 5), 'evaluations': ['-265', '-292', '-286', '-257', '-264', '-261', '-288', '-237']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (8, 5, 2)]	(6, 5)	-137.375	None	{'(6, 4)': {'count': 1, 'move': (6, 4), 'evaluations': ['-127']}, '(9, 5)': {'count': 1, 'move': (9, 5), 'evaluations': ['-171']}, '(5, 8)': {'count': 2, 'move': (5, 8), 'evaluations': ['-148', '-149']}, '(6, 5)': {'count': 3, 'move': (6, 5), 'evaluations': ['-131', '-124', '-137']}, '(9, 6)': {'count': 1, 'move': (9, 6), 'evaluations': ['-112']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (5, 8, 2), (5, 9, 1), (4, 8, 2), (6, 8, 1), (5, 5, 2), (5, 7, 1), (4, 6, 2)]	(4, 7)	-321.5	None	{'(4, 7)': {'count': 8, 'move': (4, 7), 'evaluations': ['-255', '-295', '-295', '-309', '-328', '-271', '-367', '-452']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (8, 7, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (4, 6, 1), (4, 7, 2), (3, 7, 1), (6, 7, 2), (6, 5, 1), (5, 5, 2)]	(3, 8)	None	+M29	{'(3, 8)': {'count': 8, 'move': (3, 8), 'evaluations': ['+M29', '+M29', '+M29', '+M29', '+M29', '+M29', '+M29', '+M29']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (8, 4, 1), (6, 6, 2), (6, 5, 1), (7, 4, 2), (9, 6, 1), (7, 8, 2), (8, 9, 1), (5, 6, 2), (5, 4, 1), (7, 6, 2), (4, 6, 1), (5, 8, 2), (4, 9, 1), (3, 5, 2), (5, 9, 1), (6, 9, 2), (6, 8, 1), (4, 4, 2), (4, 5, 1), (3, 6, 2), (4, 7, 1), (4, 8, 2), (3, 7, 1), (5, 5, 2), (1, 7, 1), (2, 7, 2), (9, 4, 1), (9, 5, 2), (10, 5, 1), (5, 3, 2)]	(6, 2)	645.625	None	{'(6, 2)': {'count': 8, 'move': (6, 2), 'evaluations': ['515', '740', '627', '770', '780', '733', '327', '673']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (8, 5, 2)]	(6, 4)	-133.875	None	{'(6, 4)': {'count': 3, 'move': (6, 4), 'evaluations': ['-112', '-131', '-143']}, '(6, 5)': {'count': 3, 'move': (6, 5), 'evaluations': ['-116', '-128', '-160']}, '(9, 5)': {'count': 1, 'move': (9, 5), 'evaluations': ['-101']}, '(8, 4)': {'count': 1, 'move': (8, 4), 'evaluations': ['-180']}}
[(7, 7, 2), (6, 7, 1), (4, 6, 2), (5, 6, 1), (5, 8, 2), (4, 8, 1), (7, 9, 2), (7, 8, 1), (8, 9, 2), (6, 9, 1), (6, 10, 2), (5, 10, 1), (4, 11, 2), (8, 8, 1), (4, 10, 2), (6, 8, 1), (6, 5, 2), (5, 11, 1), (4, 5, 2), (9, 6, 1), (8, 7, 2)]	(7, 5)	-217.625	None	{'(7, 5)': {'count': 6, 'move': (7, 5), 'evaluations': ['-164', '-233', '-213', '-271', '-163', '-244']}, '(7, 6)': {'count': 1, 'move': (7, 6), 'evaluations': ['-228']}, '(5, 5)': {'count': 1, 'move': (5, 5), 'evaluations': ['-225']}}
[(7, 7, 2), (6, 7, 1), (6, 5, 2), (8, 6, 1), (5, 8, 2)]	(4, 7)	-154.125	None	{'(8, 5)': {'count': 1, 'move': (8, 5), 'evaluations': ['-132']}, '(4, 7)': {'count': 3, 'move': (4, 7), 'evaluations': ['-144', '-144', '-192']}, '(5, 5)': {'count': 1, 'move': (5, 5), 'evaluations': ['-141']}, '(6, 8)': {'count': 1, 'move': (6, 8), 'evaluations': ['-165']}, '(8, 4)': {'count': 2, 'move': (8, 4), 'evaluations': ['-159', '-156']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (8, 5, 1), (9, 5, 2), (8, 4, 1), (9, 6, 2)]	(8, 3)	355.25	None	{'(8, 3)': {'count': 8, 'move': (8, 3), 'evaluations': ['335', '362', '349', '364', '323', '363', '389', '357']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (8, 8, 2), (9, 8, 1), (9, 7, 2)]	(10, 6)	360.5	None	{'(7, 9)': {'count': 2, 'move': (7, 9), 'evaluations': ['232', '255']}, '(10, 6)': {'count': 6, 'move': (10, 6), 'evaluations': ['385', '357', '402', '407', '430', '416']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (8, 7, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (4, 6, 2), (4, 7, 1), (3, 7, 2), (6, 7, 1), (6, 5, 2), (5, 5, 1), (3, 8, 2)]	(3, 6)	None	-M26	{'(3, 6)': {'count': 8, 'move': (3, 6), 'evaluations': ['-M26', '-M26', '-M26', '-M26', '-M26', '-M26', '-M26', '-M26']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (8, 7, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (4, 6, 1), (4, 7, 2), (3, 7, 1), (6, 7, 2), (6, 5, 1), (5, 5, 2), (3, 8, 1), (3, 6, 2)]	(5, 10)	None	+M25	{'(5, 10)': {'count': 8, 'move': (5, 10), 'evaluations': ['+M25', '+M25', '+M25', '+M25', '+M25', '+M25', '+M25', '+M25']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (8, 7, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (4, 6, 2), (4, 7, 1), (3, 7, 2), (6, 7, 1), (6, 5, 2), (5, 5, 1), (3, 8, 2), (3, 6, 1), (5, 10, 2)]	(6, 10)	None	-M24	{'(6, 10)': {'count': 8, 'move': (6, 10), 'evaluations': ['-M24', '-M24', '-M24', '-M24', '-M24', '-M24', '-M24', '-M24']}}
